"URL","Folder","Filename","MimeType","SizeKB","Dimensions","AltText","InUse"
"https://houseofvacation.com/wp-content/uploads/2025/01/1.svg","2025/01","1.svg","image/svg+xml","","1080x1080","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/Azerbaijan-scaled.jpg","2024/12","Azerbaijan-scaled.jpg","image/jpeg","529","2560x1707","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/Almaty-scaled.jpg","2024/12","Almaty-scaled.jpg","image/jpeg","555","2560x1707","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/Vietnam.jpg","2024/12","Vietnam.jpg","image/jpeg","2216","2400x1600","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/Thailand.jpg","2024/12","Thailand.jpg","image/jpeg","2945","2400x1600","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/Spain.jpg","2024/12","Spain.jpg","image/jpeg","2648","2400x1600","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/South-Africa.jpg","2024/12","South-Africa.jpg","image/jpeg","2793","2400x1600","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/Singapore.jpg","2024/12","Singapore.jpg","image/jpeg","2704","2400x1600","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/Rome.jpg","2024/12","Rome.jpg","image/jpeg","2618","2400x1600","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/Malta.jpg","2024/12","Malta.jpg","image/jpeg","2905","2400x1600","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/Malaysia.jpg","2024/12","Malaysia.jpg","image/jpeg","2219","2400x1600","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/London-Bridge.jpg","2024/12","London-Bridge.jpg","image/jpeg","2468","2400x1600","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/Italy.jpg","2024/12","Italy.jpg","image/jpeg","1596","2400x1600","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/Indonesia.jpg","2024/12","Indonesia.jpg","image/jpeg","2172","2400x1600","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/Greece.jpg","2024/12","Greece.jpg","image/jpeg","2120","2400x1600","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/France.jpg","2024/12","France.jpg","image/jpeg","2245","2400x1600","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/Dubai.jpg","2024/12","Dubai.jpg","image/jpeg","3058","2400x1600","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/Cambodia.jpg","2024/12","Cambodia.jpg","image/jpeg","2696","2400x1600","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/airbus-4454338_1920.jpg","2024/12","airbus-4454338_1920.jpg","image/jpeg","489","1920x1280","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/Site-Icon-Hov-1.png","2024/12","Site-Icon-Hov-1.png","image/png","30","206x206","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/Site-Icon-Hov.png","2024/12","Site-Icon-Hov.png","image/png","16","150x150","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/MICE_Video_02.mp4","2024/12","MICE_Video_02.mp4","video/mp4","12973","2142x3868","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/Team-3.png","2024/12","Team-3.png","image/png","671","700x600","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/Team-Building.jpg","2024/12","Team-Building.jpg","image/jpeg","164","950x734","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/WhatsApp-Image-2023-01-20-at-11.36.00-AM-1.jpeg","2024/12","WhatsApp-Image-2023-01-20-at-11.36.00-AM-1.jpeg","image/jpeg","154","1024x768","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/photo_2024-12-17_17-36-24.jpg","2024/12","photo_2024-12-17_17-36-24.jpg","image/jpeg","356","1167x1000","","YES"
"https://houseofvacation.com/wp-content/uploads/2024/12/Team-2.png","2024/12","Team-2.png","image/png","939","700x600","","YES"
"https://houseofvacation.com/wp-content/uploads/2024/12/Team-1.png","2024/12","Team-1.png","image/png","1072","700x600","","YES"
"https://houseofvacation.com/wp-content/uploads/2024/12/MICE_Video.mp4","2024/12","MICE_Video.mp4","video/mp4","11384","3840x2160","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/Untitled-design-1.mp4","2024/12","Untitled-design-1.mp4","video/mp4","14045","3840x2160","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/1-01-scaled.jpg","2024/12","1-01-scaled.jpg","image/jpeg","265","2560x1024","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/cropped-Untitled-design-6.png","2024/12","cropped-Untitled-design-6.png","image/png","140","1078x360","","YES"
"https://houseofvacation.com/wp-content/uploads/2024/12/Untitled-design-6-e1733831439181.png","2024/12","Untitled-design-6-e1733831439181.png","image/png","187","754x330","","YES"
"https://houseofvacation.com/wp-content/uploads/2024/12/cropped-HOV-Logo.png","2024/12","cropped-HOV-Logo.png","image/png","120","998x475","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/HOV-Logo.png","2024/12","HOV-Logo.png","image/png","127","1000x1000","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/web_site_banner.jpg","2024/12","web_site_banner.jpg","image/jpeg","393","1920x800","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/12/10.png","2024/12","10.png","image/png","52","600x200","","YES"
"https://houseofvacation.com/wp-content/uploads/2024/12/9.png","2024/12","9.png","image/png","27","600x200","","YES"
"https://houseofvacation.com/wp-content/uploads/2024/12/8.png","2024/12","8.png","image/png","38","600x200","","YES"
"https://houseofvacation.com/wp-content/uploads/2024/12/7.png","2024/12","7.png","image/png","34","600x200","","YES"
"https://houseofvacation.com/wp-content/uploads/2024/12/6.png","2024/12","6.png","image/png","35","600x200","","YES"
"https://houseofvacation.com/wp-content/uploads/2024/12/5.png","2024/12","5.png","image/png","36","600x200","","YES"
"https://houseofvacation.com/wp-content/uploads/2024/12/4.png","2024/12","4.png","image/png","51","600x200","","YES"
"https://houseofvacation.com/wp-content/uploads/2024/12/3.png","2024/12","3.png","image/png","33","600x200","","YES"
"https://houseofvacation.com/wp-content/uploads/2024/12/2.png","2024/12","2.png","image/png","39","600x200","","YES"
"https://houseofvacation.com/wp-content/uploads/2024/12/1.png","2024/12","1.png","image/png","60","600x200","","YES"
"https://houseofvacation.com/wp-content/uploads/2024/06/beach-252x300-1.jpg","2024/06","beach-252x300-1.jpg","image/jpeg","14","252x300","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/06/food-252x300-1.jpg","2024/06","food-252x300-1.jpg","image/jpeg","17","252x300","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/06/terrace-252x300-1.jpg","2024/06","terrace-252x300-1.jpg","image/jpeg","15","252x300","","YES"
"https://houseofvacation.com/wp-content/uploads/2024/06/concierge-252x300-1.jpg","2024/06","concierge-252x300-1.jpg","image/jpeg","14","252x300","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/06/computer-252x300-1.jpg","2024/06","computer-252x300-1.jpg","image/jpeg","13","252x300","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/06/bathtub-252x300-1.jpg","2024/06","bathtub-252x300-1.jpg","image/jpeg","11","252x300","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/06/rooms-252x300-1.jpg","2024/06","rooms-252x300-1.jpg","image/jpeg","13","252x300","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/06/spa-252x300-1.jpg","2024/06","spa-252x300-1.jpg","image/jpeg","13","252x300","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/06/swimming-pool-252x300-1.jpg","2024/06","swimming-pool-252x300-1.jpg","image/jpeg","12","252x300","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2024/06/default.png","2024/06","default.png","image/png","0","48x64","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2022/11/demo-screenshot.jpg","2022/11","demo-screenshot.jpg","image/jpeg","82","1200x630","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/contact-banner.jpg","2021/05","contact-banner.jpg","image/jpeg","457","1920x800","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/room-6.jpg","2021/05","room-6.jpg","image/jpeg","49","600x400","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/room-5.jpg","2021/05","room-5.jpg","image/jpeg","48","600x400","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/room-3-1.jpg","2021/05","room-3-1.jpg","image/jpeg","26","600x400","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/room-2.jpg","2021/05","room-2.jpg","image/jpeg","43","600x400","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/room-4-1.jpg","2021/05","room-4-1.jpg","image/jpeg","40","600x400","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/room-1.jpg","2021/05","room-1.jpg","image/jpeg","37","600x400","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/beach.jpg","2021/05","beach.jpg","image/jpeg","37","370x440","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/terrace.jpg","2021/05","terrace.jpg","image/jpeg","40","370x440","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/computer.jpg","2021/05","computer.jpg","image/jpeg","26","370x440","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/bathtub.jpg","2021/05","bathtub.jpg","image/jpeg","25","370x440","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/concierge.jpg","2021/05","concierge.jpg","image/jpeg","32","370x440","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/spa.jpg","2021/05","spa.jpg","image/jpeg","27","370x440","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/amenities-6-1.jpg","2021/05","amenities-6-1.jpg","image/jpeg","102","960x500","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/amenities-banner.jpg","2021/05","amenities-banner.jpg","image/jpeg","286","1920x800","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/amenities-5.jpg","2021/05","amenities-5.jpg","image/jpeg","152","960x500","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/amenities-4.jpg","2021/05","amenities-4.jpg","image/jpeg","73","480x500","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/amenities-3.jpg","2021/05","amenities-3.jpg","image/jpeg","81","480x500","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/amenities-2.jpg","2021/05","amenities-2.jpg","image/jpeg","43","480x500","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/amenities-1.jpg","2021/05","amenities-1.jpg","image/jpeg","55","480x500","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/about-banner.jpg","2021/05","about-banner.jpg","image/jpeg","125","1920x800","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/hero-banner.jpg","2021/05","hero-banner.jpg","image/jpeg","183","1920x1080","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/testimonial4.jpg","2021/05","testimonial4.jpg","image/jpeg","16","250x250","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/testimonial3.jpg","2021/05","testimonial3.jpg","image/jpeg","9","250x250","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/testimonial2.jpg","2021/05","testimonial2.jpg","image/jpeg","10","250x250","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/testimonial1.jpg","2021/05","testimonial1.jpg","image/jpeg","11","250x250","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/rooms.jpg","2021/05","rooms.jpg","image/jpeg","30","370x440","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/gallery-6.jpg","2021/05","gallery-6.jpg","image/jpeg","16","388x240","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/gallery-5.jpg","2021/05","gallery-5.jpg","image/jpeg","21","388x240","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/gallery-4.jpg","2021/05","gallery-4.jpg","image/jpeg","15","388x240","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/gallery-3.jpg","2021/05","gallery-3.jpg","image/jpeg","101","788x504","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/gallery-2.jpg","2021/05","gallery-2.jpg","image/jpeg","47","788x504","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/gallery-1.jpg","2021/05","gallery-1.jpg","image/jpeg","23","388x240","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/swimming-pool.jpg","2021/05","swimming-pool.jpg","image/jpeg","29","370x440","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/food.jpg","2021/05","food.jpg","image/jpeg","41","370x440","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/about-us-2-1.jpg","2021/05","about-us-2-1.jpg","image/jpeg","56","504x504","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/about-us.jpg","2021/05","about-us.jpg","image/jpeg","49","504x504","","NO - orphaned"
"https://houseofvacation.com/wp-content/uploads/2021/05/background-img-1.jpg","2021/05","background-img-1.jpg","image/jpeg","331","1920x1080","","NO - orphaned"
